iter	RMSE
1513	0.2501890341
1514	0.2501405059
1515	0.2501124009
1516	0.2500940351
1517	0.2500322876
1518	0.250015006
1519	0.2499838722
1520	0.2499498697
1521	0.2498265132
1522	0.2497223335
1523	0.2496292536
1524	0.249576986
1525	0.2495182584
1526	0.2492984273
1527	0.2492586602
1528	0.2492497743
1529	0.2491859528
1530	0.2491212212
1531	0.2490022084
1532	0.2489035566
1533	0.248846169
1534	0.2487855478
1535	0.2487294897
1536	0.2486622926
1537	0.2485915147
1538	0.2485177367
1539	0.2483893854
1540	0.2483588897
1541	0.2483547685
1542	0.2483399842
1543	0.2482979323
1544	0.2482175146
1545	0.2481574757
1546	0.2481277411
1547	0.2480669057
1548	0.2480237487
1549	0.2480129499
1550	0.2479295697
1551	0.2478938756
1552	0.2478794277
1553	0.2478588553
1554	0.2478388656
1555	0.2477741966
1556	0.2477247589
1557	0.247679788
1558	0.2474709556
1559	0.2474148529
1560	0.2473847504
1561	0.2473663937
1562	0.2472923278
1563	0.2472771357
1564	0.2472038604
1565	0.2472020356
1566	0.2471691793
1567	0.2470591358
1568	0.2470275113
1569	0.2469511771
1570	0.24685444
1571	0.2468508693
1572	0.246772812
1573	0.2467312443
1574	0.2466653931
1575	0.2466298802
1576	0.2465798689
1577	0.2465516107
1578	0.2465174708
1579	0.246297673
1580	0.2462659956
1581	0.2462374893
1582	0.2461852326
1583	0.2461782291
1584	0.2461086118
1585	0.2459617955
1586	0.2459226489
1587	0.2458466387
1588	0.2458382492
1589	0.2457565157
1590	0.2457502544
1591	0.2457328479
1592	0.2456707608
1593	0.2455894334
1594	0.2455787392
1595	0.2455003505
1596	0.2454324959
1597	0.2454231979
1598	0.2453261151
1599	0.2451799705
